"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms3",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/sets_tps_log/dstat_c-12_t-64_rep-3_foraslvms3.csv 5 20",,,,"Date:","12 Dec 2017 00:16:20 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
1.843,2.830,93.104,0.846,1.377,0.0,129740800.0,17604608.0,232202240.0,3222429696.0,0.0,0.0
9.182,8.683,78.842,0.0,3.293,0.0,132300800.0,17612800.0,232218624.0,3219845120.0,88283.800,147684.0
1.700,2.500,93.300,1.0,1.500,0.0,132661248.0,17620992.0,232218624.0,3219476480.0,202918.0,347025.600
1.802,2.402,94.394,0.0,1.401,0.0,132653056.0,17620992.0,232218624.0,3219484672.0,206040.600,352983.800
1.800,2.700,93.500,0.400,1.600,0.0,132530176.0,17629184.0,232218624.0,3219599360.0,223587.0,381490.200
1.900,2.700,93.900,0.0,1.500,0.0,132530176.0,17629184.0,232218624.0,3219599360.0,223160.400,382619.800
1.902,2.603,93.493,0.400,1.602,0.0,132653056.0,17637376.0,232218624.0,3219468288.0,224366.200,385001.800
1.900,2.700,93.800,0.0,1.600,0.0,132620288.0,17637376.0,232218624.0,3219501056.0,220890.200,376438.200
1.998,2.797,93.007,0.500,1.698,0.0,133636096.0,17645568.0,232222720.0,3218472960.0,222698.400,379977.200
1.902,2.703,93.193,0.501,1.702,0.0,133976064.0,17653760.0,232222720.0,3218124800.0,217742.600,371663.0
1.800,2.700,94.100,0.0,1.400,0.0,133976064.0,17653760.0,232222720.0,3218124800.0,222399.800,379659.600
1.900,2.700,92.900,0.900,1.600,0.0,133210112.0,17661952.0,232218624.0,3218886656.0,219104.800,373611.200
1.800,2.500,94.100,0.200,1.400,0.0,133201920.0,17670144.0,232218624.0,3218886656.0,203493.400,346516.0
1.700,2.600,94.200,0.0,1.500,0.0,133201920.0,17670144.0,232218624.0,3218886656.0,210014.600,357963.200
1.802,2.503,93.994,0.100,1.602,0.0,133201920.0,17678336.0,232218624.0,3218878464.0,209462.400,358714.200
1.598,2.198,94.605,0.300,1.299,0.0,133193728.0,17686528.0,232218624.0,3218878464.0,176302.0,300067.200
1.600,2.400,94.700,0.0,1.300,0.0,133193728.0,17686528.0,232218624.0,3218878464.0,192894.400,329990.800
0.901,1.401,96.697,0.200,0.801,0.0,129900544.0,17694720.0,232226816.0,3222155264.0,105846.800,178220.200
0.0,0.100,99.0,0.800,0.100,0.0,129892352.0,17702912.0,232226816.0,3222155264.0,2121.0,873.400
0.0,0.100,99.800,0.0,0.100,0.0,129892352.0,17702912.0,232226816.0,3222155264.0,2332.800,699.200
0.0,0.100,99.499,0.300,0.100,0.0,129884160.0,17711104.0,232226816.0,3222155264.0,2100.800,804.600
