"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/sets_tps_log/dstat_c-1_t-16_rep-3_foraslvms1.csv 5 20",,,,"Date:","11 Dec 2017 22:42:31 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
1.680,2.664,92.688,1.603,1.365,0.0,111972352.0,11788288.0,230506496.0,3255320576.0,0.0,0.0
7.200,6.200,82.200,1.300,3.100,0.0,114610176.0,11796480.0,230518784.0,3252662272.0,25308.800,41895.200
0.999,1.399,96.703,0.0,0.899,0.0,114601984.0,11796480.0,230526976.0,3252662272.0,54404.800,94020.200
0.999,1.499,96.204,0.400,0.899,0.0,114593792.0,11804672.0,230526976.0,3252662272.0,57101.200,98554.800
1.001,1.502,96.597,0.0,0.901,0.0,114593792.0,11804672.0,230526976.0,3252662272.0,57826.600,100009.400
1.002,1.403,95.491,1.202,0.902,0.0,114585600.0,11812864.0,230526976.0,3252662272.0,57631.200,99605.0
0.999,1.499,96.603,0.0,0.899,0.0,114712576.0,11812864.0,230526976.0,3252535296.0,57794.0,99875.400
1.001,1.401,94.695,2.002,0.901,0.0,114704384.0,11821056.0,230526976.0,3252535296.0,57613.200,99493.600
1.100,1.500,96.500,0.0,0.900,0.0,114704384.0,11821056.0,230526976.0,3252535296.0,56961.600,98407.600
1.0,1.600,95.500,0.900,1.0,0.0,114696192.0,11829248.0,230526976.0,3252535296.0,58596.200,101342.200
1.0,1.500,96.600,0.0,0.900,0.0,114696192.0,11829248.0,230526976.0,3252535296.0,57169.600,98795.600
1.0,1.500,96.400,0.200,0.900,0.0,114688000.0,11837440.0,230526976.0,3252535296.0,58634.800,101339.400
1.100,1.500,96.400,0.0,1.0,0.0,114688000.0,11837440.0,230526976.0,3252535296.0,57018.0,98447.600
1.301,1.702,95.395,0.601,1.001,0.0,115511296.0,11849728.0,230531072.0,3251695616.0,58369.600,99908.0
0.999,1.499,96.104,0.400,0.999,0.0,115892224.0,11857920.0,230531072.0,3251306496.0,57451.800,99299.200
1.101,1.502,96.496,0.0,0.901,0.0,116039680.0,11857920.0,230535168.0,3251154944.0,58893.0,101771.400
1.0,1.500,93.400,3.100,1.0,0.0,116031488.0,11866112.0,230535168.0,3251154944.0,58205.0,100519.800
0.501,0.801,98.298,0.0,0.400,0.0,112877568.0,11866112.0,230535168.0,3254308864.0,26328.0,45360.800
0.0,0.100,97.802,1.998,0.100,0.0,112783360.0,11874304.0,230531072.0,3254398976.0,50.400,37.200
0.0,0.100,99.900,0.0,0.0,0.0,112783360.0,11874304.0,230531072.0,3254398976.0,109.200,246.800
0.100,0.200,99.002,0.599,0.100,0.0,112775168.0,11882496.0,230531072.0,3254398976.0,0.0,0.0
