"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms2",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/2k_exp_log/dstat_r-w_mc-2_mw-1_t-32_rep-2_foraslvms2.csv 5 20",,,,"Date:","10 Dec 2017 22:55:42 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
2.077,3.393,91.702,1.160,1.669,0.0,124080128.0,13041664.0,231313408.0,3233542144.0,0.0,0.0
5.395,6.693,86.513,0.400,0.999,0.0,126517248.0,13049856.0,231313408.0,3231096832.0,172077.600,179483.400
2.803,3.604,91.592,0.0,2.002,0.0,126484480.0,13049856.0,231321600.0,3231121408.0,375947.0,379393.200
2.900,3.900,88.500,2.600,2.100,0.0,126636032.0,13058048.0,231321600.0,3230961664.0,397880.200,404548.0
2.900,3.900,91.100,0.0,2.100,0.0,126627840.0,13058048.0,231321600.0,3230969856.0,389183.200,396378.800
2.700,3.600,91.100,0.500,2.100,0.0,126521344.0,13066240.0,231321600.0,3231068160.0,385627.0,389156.600
2.703,3.804,91.592,0.0,1.902,0.0,126652416.0,13066240.0,231321600.0,3230937088.0,370544.0,376390.800
2.903,3.804,90.991,0.200,2.102,0.0,126881792.0,13074432.0,231321600.0,3230699520.0,381159.0,386271.800
2.600,3.600,91.200,0.600,2.0,0.0,126926848.0,13082624.0,231321600.0,3230646272.0,353551.200,356795.600
2.800,3.700,91.500,0.0,2.0,0.0,126992384.0,13082624.0,231321600.0,3230580736.0,373575.200,379838.600
2.797,3.796,90.210,1.199,1.998,0.0,126967808.0,13090816.0,231321600.0,3230597120.0,382133.0,389160.200
3.303,4.404,89.790,0.0,2.503,0.0,127115264.0,13090816.0,231321600.0,3230449664.0,462410.0,469754.200
3.103,4.104,90.190,0.300,2.302,0.0,126910464.0,13099008.0,231321600.0,3230646272.0,419554.600,426630.200
2.997,3.996,90.909,0.0,2.098,0.0,126976000.0,13099008.0,231321600.0,3230580736.0,408573.400,414147.200
2.700,3.600,91.500,0.200,2.0,0.0,126976000.0,13107200.0,231321600.0,3230572544.0,364364.200,367125.600
2.603,3.704,91.391,0.400,1.902,0.0,127156224.0,13115392.0,231321600.0,3230384128.0,368162.400,373322.600
3.100,4.100,90.500,0.0,2.300,0.0,128442368.0,13115392.0,231325696.0,3229093888.0,407052.0,413352.600
1.0,1.400,96.400,0.400,0.800,0.0,125775872.0,13123584.0,231346176.0,3231731712.0,131939.0,132118.200
0.100,0.100,99.600,0.200,0.0,0.0,124166144.0,13131776.0,231342080.0,3233337344.0,194.200,312.400
0.0,0.100,99.600,0.200,0.100,0.0,124166144.0,13139968.0,231333888.0,3233337344.0,17.400,23.0
0.0,0.100,99.900,0.0,0.0,0.0,124157952.0,13139968.0,231342080.0,3233337344.0,0.0,0.0
