"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms2",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/2k_exp_log/dstat_r-o_mc-3_mw-2_t-8_rep-3_foraslvms2.csv 5 20",,,,"Date:","11 Dec 2017 00:10:10 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
2.296,3.375,91.661,1.016,1.652,0.0,124465152.0,17403904.0,232558592.0,3227549696.0,0.0,0.0
9.182,11.677,76.747,0.399,1.996,0.0,127377408.0,17412096.0,232574976.0,3224612864.0,196876.200,127912.200
2.800,3.800,91.200,0.0,2.200,0.0,127504384.0,17412096.0,232583168.0,3224477696.0,460352.600,297219.600
2.803,3.704,91.091,0.300,2.102,0.0,127496192.0,17420288.0,232583168.0,3224477696.0,470892.200,304428.200
2.797,3.796,91.309,0.0,2.098,0.0,127479808.0,17420288.0,232583168.0,3224494080.0,457944.800,294924.600
2.806,3.607,91.082,0.301,2.204,0.0,127578112.0,17428480.0,232583168.0,3224387584.0,464387.800,299338.200
2.797,3.796,91.209,0.0,2.198,0.0,127520768.0,17428480.0,232583168.0,3224444928.0,455484.600,293885.0
3.0,3.800,90.700,0.300,2.200,0.0,128884736.0,17436672.0,232587264.0,3223068672.0,454442.400,294097.0
2.906,3.808,90.782,0.301,2.204,0.0,128704512.0,17444864.0,232587264.0,3223240704.0,464313.800,299586.0
2.997,3.796,91.009,0.0,2.198,0.0,127975424.0,17444864.0,232583168.0,3223973888.0,478613.600,308815.800
2.797,3.696,90.909,0.500,2.098,0.0,127852544.0,17453056.0,232583168.0,3224088576.0,461698.800,298182.0
2.900,3.800,91.0,0.0,2.300,0.0,127893504.0,17453056.0,232583168.0,3224047616.0,478220.400,308833.0
2.806,3.707,90.180,1.102,2.204,0.0,127967232.0,17461248.0,232583168.0,3223965696.0,468536.200,302647.0
2.897,3.796,91.109,0.0,2.198,0.0,127926272.0,17461248.0,232583168.0,3224006656.0,453832.600,292242.200
2.803,3.904,90.190,0.901,2.202,0.0,128131072.0,17469440.0,232583168.0,3223793664.0,469751.400,303074.200
2.800,3.600,89.500,1.900,2.200,0.0,128147456.0,17477632.0,232583168.0,3223769088.0,461029.800,298046.0
2.800,3.700,91.300,0.0,2.200,0.0,128131072.0,17477632.0,232583168.0,3223785472.0,460570.200,296595.800
1.401,1.802,95.395,0.400,1.001,0.0,125071360.0,17485824.0,232587264.0,3226832896.0,213160.600,137770.600
0.0,0.100,99.499,0.300,0.100,0.0,124936192.0,17494016.0,232587264.0,3226959872.0,950.0,1068.600
0.0,0.100,99.800,0.0,0.100,0.0,124936192.0,17494016.0,232587264.0,3226959872.0,0.0,0.0
0.0,0.100,98.799,1.101,0.0,0.0,124928000.0,17502208.0,232587264.0,3226959872.0,0.0,0.0
