"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms3",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/2k_exp_log/dstat_r-w_mc-2_mw-1_t-32_rep-2_foraslvms3.csv 5 20",,,,"Date:","10 Dec 2017 22:55:42 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
2.588,3.460,90.704,1.229,2.019,0.0,123842560.0,13533184.0,231305216.0,3233296384.0,0.0,0.0
6.687,6.687,85.030,0.299,1.297,0.0,126087168.0,13541376.0,231313408.0,3231035392.0,194117.600,197719.400
3.403,4.805,89.590,0.0,2.202,0.0,126169088.0,13541376.0,231313408.0,3230953472.0,378075.200,381793.0
3.896,5.095,88.212,0.500,2.298,0.0,126230528.0,13549568.0,231313408.0,3230883840.0,405877.600,413170.800
3.604,5.105,88.989,0.0,2.302,0.0,126230528.0,13549568.0,231313408.0,3230883840.0,406047.800,413080.0
3.704,4.905,88.288,0.801,2.302,0.0,126431232.0,13557760.0,231313408.0,3230674944.0,391603.800,396329.800
3.500,5.0,89.200,0.0,2.300,0.0,126382080.0,13557760.0,231313408.0,3230724096.0,385528.400,391739.400
3.700,4.900,89.0,0.200,2.200,0.0,126636032.0,13565952.0,231313408.0,3230461952.0,392594.400,398678.200
3.500,4.700,89.0,0.600,2.200,0.0,126570496.0,13574144.0,231313408.0,3230519296.0,362615.800,366412.0
3.700,4.800,89.200,0.0,2.300,0.0,126676992.0,13574144.0,231313408.0,3230412800.0,380280.0,386643.400
3.904,5.005,87.888,0.801,2.402,0.0,126611456.0,13582336.0,231313408.0,3230470144.0,396640.200,403801.600
4.204,5.606,87.487,0.0,2.703,0.0,126738432.0,13582336.0,231313408.0,3230343168.0,459382.200,466944.800
3.904,5.205,88.088,0.400,2.402,0.0,126906368.0,13590528.0,231313408.0,3230167040.0,424013.200,431889.400
4.004,5.205,88.388,0.0,2.402,0.0,126816256.0,13590528.0,231313408.0,3230257152.0,416601.600,423160.0
3.397,4.795,89.411,0.200,2.198,0.0,126808064.0,13598720.0,231313408.0,3230257152.0,370741.200,373399.600
3.800,4.900,88.800,0.200,2.300,0.0,126963712.0,13606912.0,231313408.0,3230093312.0,381117.800,387454.400
4.0,5.300,88.200,0.0,2.500,0.0,128192512.0,13606912.0,231317504.0,3228860416.0,413185.400,420404.800
1.200,1.700,96.100,0.200,0.800,0.0,125747200.0,13615104.0,231337984.0,3231277056.0,125576.200,126561.400
0.0,0.100,99.499,0.400,0.0,0.0,124452864.0,13623296.0,231337984.0,3232563200.0,184.600,302.600
0.0,0.100,99.800,0.0,0.100,0.0,124452864.0,13623296.0,231337984.0,3232563200.0,17.400,23.0
0.100,0.200,98.902,0.699,0.100,0.0,124444672.0,13631488.0,231337984.0,3232563200.0,0.0,0.0
