"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/2k_exp_log/dstat_w-o_mc-3_mw-2_t-8_rep-2_foraslvms1.csv 5 20",,,,"Date:","10 Dec 2017 22:38:57 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
2.011,3.342,91.518,1.292,1.837,0.0,123031552.0,12111872.0,231178240.0,3235655680.0,0.0,0.0
8.492,11.489,78.222,0.400,1.399,0.0,125702144.0,12120064.0,231194624.0,3232960512.0,81447.200,124964.200
1.700,2.700,94.100,0.0,1.500,0.0,125829120.0,12120064.0,231194624.0,3232833536.0,167086.800,270599.600
1.800,2.500,92.800,1.400,1.500,0.0,125779968.0,12128256.0,231194624.0,3232874496.0,168275.600,281696.0
1.800,2.500,94.200,0.0,1.500,0.0,125788160.0,12128256.0,231194624.0,3232866304.0,165175.200,278388.200
1.902,2.603,93.694,0.200,1.602,0.0,125730816.0,12136448.0,231194624.0,3232915456.0,166086.0,277092.400
1.700,2.300,94.500,0.0,1.500,0.0,125755392.0,12136448.0,231194624.0,3232890880.0,167397.200,279569.600
1.898,2.398,93.706,0.500,1.499,0.0,125874176.0,12144640.0,231194624.0,3232763904.0,164083.600,275714.400
1.702,2.402,93.493,0.901,1.502,0.0,125808640.0,12152832.0,231194624.0,3232821248.0,168535.200,278947.200
1.800,2.400,94.400,0.0,1.400,0.0,125808640.0,12152832.0,231194624.0,3232821248.0,169820.0,276809.200
1.802,2.402,93.393,1.001,1.401,0.0,125816832.0,12161024.0,231194624.0,3232804864.0,166351.600,278586.800
1.702,2.402,94.494,0.0,1.401,0.0,125767680.0,12161024.0,231194624.0,3232854016.0,165419.200,278621.400
1.698,2.498,94.106,0.300,1.399,0.0,125857792.0,12169216.0,231194624.0,3232755712.0,163659.600,274796.400
1.800,2.500,94.200,0.0,1.500,0.0,125792256.0,12169216.0,231194624.0,3232821248.0,166220.0,277406.200
1.802,2.402,92.993,1.401,1.401,0.0,125952000.0,12177408.0,231194624.0,3232653312.0,169838.800,284409.200
1.798,2.498,94.006,0.200,1.499,0.0,126062592.0,12185600.0,231194624.0,3232534528.0,168181.600,283795.200
1.698,2.498,94.406,0.0,1.399,0.0,126029824.0,12185600.0,231194624.0,3232567296.0,164486.800,277001.600
1.103,1.805,95.888,0.201,1.003,0.0,123101184.0,12193792.0,231194624.0,3235487744.0,86891.200,144918.600
0.0,0.100,99.300,0.600,0.0,0.0,123092992.0,12201984.0,231194624.0,3235487744.0,844.800,844.800
0.0,0.100,99.800,0.0,0.100,0.0,123092992.0,12201984.0,231194624.0,3235487744.0,0.0,0.0
0.100,0.100,99.500,0.300,0.0,0.0,123084800.0,12210176.0,231194624.0,3235487744.0,92.0,223.800
