"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms2",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/2k_exp_log/dstat_w-o_mc-2_mw-1_t-32_rep-3_foraslvms2.csv 5 20",,,,"Date:","10 Dec 2017 22:12:39 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
2.040,3.790,90.365,1.876,1.928,0.0,123150336.0,10547200.0,230707200.0,3237572608.0,0.0,0.0
5.395,6.993,85.714,0.300,1.598,0.0,125485056.0,10555392.0,230723584.0,3235213312.0,166436.200,273396.600
2.900,4.0,90.900,0.0,2.200,0.0,126758912.0,10555392.0,230727680.0,3233935360.0,288663.400,477832.0
2.800,4.0,90.500,0.500,2.200,0.0,126701568.0,10563584.0,230727680.0,3233984512.0,297350.800,495923.400
2.700,3.900,91.200,0.0,2.200,0.0,126078976.0,10563584.0,230723584.0,3234611200.0,290540.0,483540.0
2.903,4.204,88.589,2.102,2.202,0.0,126173184.0,10571776.0,230723584.0,3234508800.0,299666.800,504355.400
2.800,4.0,91.0,0.0,2.200,0.0,126296064.0,10571776.0,230723584.0,3234385920.0,308326.800,512868.200
3.100,4.300,89.700,0.600,2.300,0.0,126214144.0,10579968.0,230723584.0,3234459648.0,320738.0,541069.400
2.703,3.904,90.691,0.501,2.202,0.0,126820352.0,10588160.0,230727680.0,3233841152.0,292456.200,490114.200
2.600,3.600,91.600,0.0,2.200,0.0,126894080.0,10588160.0,230727680.0,3233767424.0,260085.600,428872.200
2.500,3.700,90.700,1.200,1.900,0.0,126582784.0,10596352.0,230723584.0,3234074624.0,266928.400,443460.0
2.600,3.800,91.100,0.300,2.200,0.0,126623744.0,10604544.0,230723584.0,3234025472.0,270526.800,452747.0
2.500,3.700,91.900,0.0,1.900,0.0,126615552.0,10604544.0,230723584.0,3234033664.0,262042.400,435930.200
2.603,3.804,90.991,0.501,2.102,0.0,126574592.0,10612736.0,230723584.0,3234066432.0,272362.0,452968.0
2.700,3.900,91.200,0.0,2.200,0.0,126607360.0,10612736.0,230723584.0,3234033664.0,268770.800,451459.600
2.703,3.904,91.191,0.200,2.002,0.0,126631936.0,10620928.0,230723584.0,3234000896.0,270829.600,453807.400
2.500,3.600,92.0,0.0,1.900,0.0,126566400.0,10620928.0,230723584.0,3234066432.0,248332.400,414394.0
0.900,1.400,95.300,1.600,0.800,0.0,123510784.0,10629120.0,230731776.0,3237105664.0,89066.800,147734.800
0.0,0.200,99.300,0.400,0.100,0.0,123502592.0,10637312.0,230731776.0,3237105664.0,92.0,223.800
0.100,0.200,99.600,0.0,0.100,0.0,123764736.0,10637312.0,230731776.0,3236843520.0,42.800,51.0
0.200,0.300,99.101,0.300,0.100,0.0,124522496.0,10645504.0,230735872.0,3236073472.0,784.0,1325.600
