"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/two_mw_base_line_log/dstat_r-o_c-4_t-8_rep-2.csv 5 20",,,,"Date:","14 Dec 2017 05:55:51 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
3.227,4.567,88.974,0.748,2.484,0.0,124559360.0,20262912.0,233132032.0,3224023040.0,0.0,0.0
8.782,11.277,76.447,1.697,1.796,0.0,126660608.0,20271104.0,233144320.0,3221901312.0,172940.800,113618.800
1.600,2.100,95.0,0.0,1.300,0.0,126652416.0,20271104.0,233152512.0,3221901312.0,299178.800,195773.800
1.602,2.002,95.095,0.200,1.101,0.0,126611456.0,20279296.0,233152512.0,3221934080.0,304054.800,198797.600
1.698,2.198,94.805,0.0,1.299,0.0,126771200.0,20279296.0,233152512.0,3221774336.0,311945.200,203969.0
1.500,2.0,94.100,1.300,1.100,0.0,126730240.0,20287488.0,233152512.0,3221807104.0,307474.800,201049.400
1.602,2.102,95.195,0.0,1.101,0.0,126763008.0,20287488.0,233152512.0,3221774336.0,317601.400,207674.800
1.800,2.100,94.200,0.700,1.200,0.0,126754816.0,20295680.0,233152512.0,3221774336.0,307818.400,201423.600
1.600,2.100,95.100,0.0,1.200,0.0,126754816.0,20295680.0,233152512.0,3221774336.0,313332.0,204864.0
1.502,2.002,93.694,1.702,1.101,0.0,126746624.0,20303872.0,233152512.0,3221774336.0,307313.800,200934.200
1.698,2.198,94.705,0.0,1.399,0.0,126754816.0,20303872.0,233152512.0,3221766144.0,310463.200,202998.0
1.700,2.100,94.900,0.200,1.100,0.0,126738432.0,20312064.0,233152512.0,3221774336.0,315132.800,206057.0
1.702,2.202,94.795,0.0,1.301,0.0,126738432.0,20312064.0,233152512.0,3221774336.0,311517.600,203865.0
1.700,2.300,94.200,0.500,1.300,0.0,126697472.0,20320256.0,233152512.0,3221807104.0,315421.0,206240.400
1.600,2.100,95.100,0.0,1.200,0.0,126730240.0,20320256.0,233152512.0,3221774336.0,310473.0,202977.400
1.602,2.102,94.595,0.501,1.201,0.0,126689280.0,20328448.0,233152512.0,3221807104.0,310855.200,203206.600
1.598,2.398,94.505,0.200,1.299,0.0,126681088.0,20336640.0,233152512.0,3221807104.0,308470.400,201765.800
0.600,1.0,97.900,0.0,0.500,0.0,124297216.0,20336640.0,233152512.0,3224190976.0,113461.800,74421.600
0.0,0.100,99.499,0.400,0.0,0.0,124313600.0,20344832.0,233152512.0,3224166400.0,26.400,21.600
0.0,0.100,99.800,0.0,0.100,0.0,124289024.0,20344832.0,233152512.0,3224190976.0,50.400,32.400
0.0,0.0,99.299,0.701,0.0,0.0,124280832.0,20353024.0,233152512.0,3224190976.0,0.0,0.0
