"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/two_mw_base_line_log/dstat_r-o_c-128_t-16_rep-1.csv 5 20",,,,"Date:","14 Dec 2017 07:55:35 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
3.445,4.630,88.749,0.731,2.445,0.0,137572352.0,44978176.0,255119360.0,3164307456.0,0.0,0.0
12.288,12.188,67.333,0.300,7.892,0.0,141328384.0,44982272.0,255135744.0,3160530944.0,830048.0,535581.200
10.200,10.700,66.800,0.300,12.0,0.0,141836288.0,44990464.0,255135744.0,3160014848.0,1708501.800,1117904.200
8.008,9.610,76.376,0.0,6.006,0.0,141848576.0,44990464.0,255135744.0,3160002560.0,1705708.600,1114827.400
8.092,9.291,74.525,1.698,6.394,0.0,142163968.0,44994560.0,255135744.0,3159683072.0,1688352.400,1104466.800
7.500,8.800,78.200,0.0,5.500,0.0,142405632.0,44994560.0,255135744.0,3159441408.0,1690610.600,1105383.200
7.293,8.891,77.522,0.599,5.694,0.0,142139392.0,44998656.0,255135744.0,3159703552.0,1693754.400,1107489.400
7.307,9.109,78.278,0.0,5.305,0.0,142327808.0,44998656.0,255135744.0,3159515136.0,1703753.400,1111360.400
7.107,8.509,79.079,0.501,4.805,0.0,142655488.0,45002752.0,255135744.0,3159183360.0,1715912.0,1121945.200
7.293,9.291,77.522,0.500,5.395,0.0,142696448.0,45002752.0,255135744.0,3159142400.0,1748242.400,1143082.200
7.407,8.308,79.379,0.0,4.905,0.0,142614528.0,45002752.0,255135744.0,3159224320.0,1721465.800,1125815.200
7.508,9.610,77.778,0.601,4.505,0.0,142770176.0,45010944.0,255135744.0,3159060480.0,1703362.400,1113619.600
7.300,8.900,79.300,0.0,4.500,0.0,142688256.0,45010944.0,255135744.0,3159142400.0,1688850.200,1104217.400
7.200,8.700,79.300,0.100,4.700,0.0,142901248.0,45019136.0,255135744.0,3158921216.0,1688710.800,1101346.200
6.907,8.509,80.280,0.0,4.304,0.0,144199680.0,45019136.0,255135744.0,3157622784.0,1676928.0,1095307.200
7.086,8.383,78.942,0.998,4.591,0.0,144224256.0,45027328.0,255135744.0,3157590016.0,1691409.0,1105708.0
7.415,9.118,78.758,0.0,4.709,0.0,144527360.0,45027328.0,255135744.0,3157286912.0,1707802.0,1116657.600
2.797,3.596,91.508,0.200,1.898,0.0,136822784.0,45031424.0,255148032.0,3164975104.0,661873.200,432738.600
0.0,0.100,99.600,0.300,0.0,0.0,136814592.0,45039616.0,255148032.0,3164975104.0,0.0,0.0
0.0,0.100,99.800,0.0,0.100,0.0,136814592.0,45039616.0,255148032.0,3164975104.0,0.0,0.0
0.0,0.100,98.599,1.301,0.0,0.0,136810496.0,45043712.0,255148032.0,3164975104.0,0.0,0.0
