"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/two_mw_base_line_log/dstat_w-o_c-2_t-64_rep-2.csv 5 20",,,,"Date:","14 Dec 2017 03:08:21 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
1.804,3.831,90.936,2.003,1.425,0.0,121163776.0,10637312.0,230633472.0,3239542784.0,0.0,0.0
8.292,11.389,78.222,0.699,1.399,0.0,124289024.0,10645504.0,230653952.0,3236388864.0,55639.400,93952.400
1.100,1.600,96.300,0.0,1.0,0.0,124289024.0,10645504.0,230653952.0,3236388864.0,85618.0,147906.0
1.100,1.600,95.400,0.900,1.0,0.0,124280832.0,10653696.0,230653952.0,3236388864.0,88681.600,153305.800
1.0,1.700,96.200,0.0,1.100,0.0,124280832.0,10653696.0,230653952.0,3236388864.0,86961.600,150267.0
1.0,1.700,95.700,0.600,1.0,0.0,124280832.0,10661888.0,230653952.0,3236380672.0,89244.0,154243.200
1.002,1.703,96.293,0.0,1.002,0.0,124280832.0,10661888.0,230653952.0,3236380672.0,90377.200,156110.0
1.099,1.898,95.405,0.500,1.099,0.0,124338176.0,10670080.0,230653952.0,3236315136.0,91017.200,157224.600
1.199,1.798,95.904,0.0,1.099,0.0,124305408.0,10670080.0,230653952.0,3236347904.0,88675.200,153206.200
1.001,1.702,95.996,0.400,0.901,0.0,124403712.0,10678272.0,230653952.0,3236241408.0,88033.600,152208.0
1.100,1.800,96.100,0.0,1.0,0.0,124272640.0,10678272.0,230653952.0,3236372480.0,87926.800,151961.200
1.001,1.602,95.996,0.400,1.001,0.0,124264448.0,10686464.0,230653952.0,3236372480.0,86594.800,149667.200
1.001,1.602,96.496,0.0,0.901,0.0,124264448.0,10686464.0,230653952.0,3236372480.0,85632.800,148004.200
1.098,1.697,95.609,0.599,0.998,0.0,124256256.0,10694656.0,230653952.0,3236372480.0,85093.600,146973.200
1.001,1.602,96.296,0.0,1.101,0.0,124256256.0,10694656.0,230653952.0,3236372480.0,84682.400,146325.600
1.100,1.800,95.500,0.500,1.100,0.0,124248064.0,10702848.0,230653952.0,3236372480.0,92419.600,159622.800
1.001,1.802,96.196,0.0,1.001,0.0,124248064.0,10702848.0,230653952.0,3236372480.0,88163.600,152362.600
0.400,0.700,98.300,0.200,0.400,0.0,122023936.0,10711040.0,230653952.0,3238588416.0,33017.200,56874.800
0.0,0.100,98.100,1.700,0.100,0.0,122015744.0,10719232.0,230653952.0,3238588416.0,0.0,0.0
0.100,0.100,99.800,0.0,0.0,0.0,122015744.0,10719232.0,230653952.0,3238588416.0,104.0,234.600
0.0,0.100,99.401,0.400,0.100,0.0,122007552.0,10727424.0,230653952.0,3238588416.0,0.0,0.0
