"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/one_server_base_line_log/dstat_w-o_c-145_rep-3_foraslvms1.csv 5 18",,,,"Date:","10 Dec 2017 15:40:50 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
3.477,4.653,88.482,1.330,2.058,0.0,121679872.0,16584704.0,249282560.0,3222040576.0,0.0,0.0
4.790,4.890,89.321,0.499,0.499,0.0,120414208.0,16592896.0,249278464.0,3223302144.0,48923.400,85068.0
3.504,5.005,88.088,1.602,1.802,0.0,121434112.0,16592896.0,249286656.0,3222274048.0,411784.0,704418.800
4.196,6.094,87.013,0.300,2.398,0.0,121819136.0,16601088.0,249286656.0,3221880832.0,567445.0,820987.800
4.0,5.600,87.300,0.800,2.300,0.0,122241024.0,16609280.0,249286656.0,3221450752.0,565178.0,769861.400
4.100,5.600,87.900,0.0,2.400,0.0,122368000.0,16609280.0,249286656.0,3221323776.0,575945.200,788704.200
3.904,5.606,87.588,0.601,2.302,0.0,122462208.0,16617472.0,249286656.0,3221221376.0,582063.200,765933.0
4.0,5.500,86.900,1.300,2.300,0.0,122507264.0,16625664.0,249286656.0,3221168128.0,579981.600,774109.600
4.304,6.006,87.087,0.300,2.302,0.0,123138048.0,16633856.0,249286656.0,3220529152.0,564773.800,848643.0
4.200,5.800,87.700,0.0,2.300,0.0,123277312.0,16633856.0,249286656.0,3220389888.0,561655.200,824561.800
4.200,5.900,86.500,0.900,2.500,0.0,123514880.0,16642048.0,249286656.0,3220144128.0,560313.600,824679.200
4.595,6.294,86.613,0.0,2.498,0.0,123494400.0,16642048.0,249286656.0,3220164608.0,590606.0,904623.0
4.400,6.100,82.900,4.0,2.600,0.0,123285504.0,16650240.0,249286656.0,3220365312.0,561979.200,885018.200
4.400,6.200,87.100,0.0,2.300,0.0,123342848.0,16650240.0,249286656.0,3220307968.0,583069.0,883187.0
4.404,6.106,85.586,1.602,2.302,0.0,124129280.0,16658432.0,249286656.0,3219513344.0,589370.400,859061.800
3.904,5.506,87.888,0.300,2.402,0.0,124612608.0,16666624.0,249286656.0,3219021824.0,574690.0,772171.800
4.0,5.600,88.100,0.0,2.300,0.0,124805120.0,16666624.0,249286656.0,3218829312.0,561693.200,753523.800
2.697,3.996,91.109,0.300,1.898,0.0,117243904.0,16674816.0,249294848.0,3226374144.0,317810.400,490444.800
5.200,4.700,89.700,0.300,0.100,0.0,122249216.0,16683008.0,249303040.0,3221352448.0,1652.600,1727.600
