"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms3",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/one_server_base_line_log/dstat_r-o_c-15_rep_3_foraslvms3.csv 5 18",,,,"Date:","10 Dec 2017 15:54:15 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
3.348,4.602,89.205,1.010,1.834,0.0,120365056.0,16584704.0,241070080.0,3231567872.0,0.0,0.0
7.193,8.492,81.818,0.400,2.098,0.0,118235136.0,16592896.0,241070080.0,3233689600.0,972889.200,637504.400
5.295,6.194,85.614,0.0,2.897,0.0,118308864.0,16592896.0,241078272.0,3233607680.0,1356240.800,886387.600
4.800,5.800,86.700,0.200,2.500,0.0,118403072.0,16601088.0,241078272.0,3233505280.0,1347014.200,881219.600
4.505,5.305,85.786,2.102,2.302,0.0,118464512.0,16609280.0,241078272.0,3233435648.0,1284742.800,840050.400
4.595,5.594,87.313,0.0,2.498,0.0,118501376.0,16609280.0,241078272.0,3233398784.0,1305148.0,853406.200
4.705,5.906,86.587,0.300,2.503,0.0,118521856.0,16617472.0,241078272.0,3233370112.0,1336567.200,873889.600
4.800,5.800,84.300,2.400,2.700,0.0,118706176.0,16625664.0,241078272.0,3233177600.0,1342648.0,877864.800
4.795,5.694,86.913,0.0,2.597,0.0,118661120.0,16625664.0,241078272.0,3233222656.0,1324978.200,866192.0
4.709,5.611,86.072,1.202,2.405,0.0,118661120.0,16633856.0,241078272.0,3233214464.0,1327569.600,868258.200
4.800,5.700,87.0,0.0,2.500,0.0,118599680.0,16633856.0,241078272.0,3233275904.0,1341506.200,877277.200
4.705,5.706,84.885,2.102,2.603,0.0,118591488.0,16642048.0,241078272.0,3233275904.0,1324251.800,865881.0
4.895,5.794,86.713,0.0,2.597,0.0,118632448.0,16642048.0,241078272.0,3233234944.0,1341176.400,876907.400
5.005,5.906,85.085,1.401,2.603,0.0,118714368.0,16650240.0,241078272.0,3233144832.0,1402490.600,916672.600
5.894,6.993,84.016,0.0,3.097,0.0,118935552.0,16650240.0,241078272.0,3232923648.0,1401963.200,917156.0
4.705,5.806,86.587,0.501,2.402,0.0,118767616.0,16658432.0,241078272.0,3233083392.0,1349315.200,882232.400
5.100,6.0,86.200,0.0,2.700,0.0,118960128.0,16658432.0,241078272.0,3232890880.0,1436544.0,939265.200
1.400,1.800,95.700,0.300,0.800,0.0,116813824.0,16666624.0,241078272.0,3235028992.0,402955.400,263897.800
7.193,8.791,82.318,1.598,0.100,0.0,126930944.0,16674816.0,241090560.0,3224891392.0,2174.200,1986.200
