"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/one_server_base_line_log/dstat_w-o_c-5_rep-3_foraslvms1.csv 5 18",,,,"Date:","10 Dec 2017 14:38:15 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
2.428,3.110,89.426,2.709,2.327,0.0,121962496.0,12840960.0,248582144.0,3226202112.0,0.0,0.0
5.495,6.294,87.013,0.300,0.899,0.0,119996416.0,12849152.0,248594432.0,3228147712.0,137805.200,237478.200
1.900,2.800,94.200,0.0,1.100,0.0,119869440.0,12849152.0,248594432.0,3228274688.0,185592.0,320521.600
1.898,2.797,94.006,0.200,1.099,0.0,119861248.0,12857344.0,248594432.0,3228274688.0,188803.600,326485.800
1.904,2.806,93.186,1.002,1.102,0.0,119828480.0,12865536.0,248586240.0,3228307456.0,194324.0,335689.200
1.896,2.794,94.012,0.100,1.198,0.0,119980032.0,12865536.0,248594432.0,3228147712.0,191216.0,330366.800
1.904,2.806,93.788,0.401,1.102,0.0,119943168.0,12873728.0,248594432.0,3228176384.0,196517.400,339989.800
2.0,2.900,93.500,0.400,1.200,0.0,119975936.0,12881920.0,248586240.0,3228143616.0,202922.800,350694.800
1.900,2.800,94.200,0.0,1.100,0.0,119967744.0,12881920.0,248594432.0,3228143616.0,191669.200,331174.200
1.998,2.897,93.706,0.300,1.099,0.0,119955456.0,12890112.0,248594432.0,3228147712.0,192681.200,332985.0
1.804,2.705,94.389,0.0,1.102,0.0,119881728.0,12890112.0,248594432.0,3228221440.0,187456.800,323953.200
1.998,2.797,93.806,0.300,1.099,0.0,120012800.0,12898304.0,248594432.0,3228082176.0,193483.400,334345.0
2.0,2.900,93.800,0.0,1.300,0.0,119820288.0,12898304.0,248594432.0,3228274688.0,195493.200,338000.200
1.900,2.800,93.700,0.600,1.0,0.0,120004608.0,12906496.0,248594432.0,3228082176.0,186302.400,321976.0
1.802,2.603,94.494,0.0,1.101,0.0,120197120.0,12906496.0,248594432.0,3227889664.0,184334.0,318609.0
1.798,2.797,92.507,1.798,1.099,0.0,120090624.0,12914688.0,248594432.0,3227987968.0,179124.400,309550.400
1.802,2.703,94.394,0.0,1.101,0.0,120057856.0,12914688.0,248594432.0,3228020736.0,185047.400,319851.600
0.501,0.901,97.497,0.801,0.300,0.0,117956608.0,12922880.0,248590336.0,3230117888.0,48955.200,84491.600
8.982,8.882,80.040,1.497,0.599,0.0,124420096.0,12931072.0,248610816.0,3223625728.0,34424.0,58135.600
