"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/one_mw_base_line_log/dstat_r-o_c-4_t-64_rep-3.csv 5 18",,,,"Date:","13 Dec 2017 19:48:43 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
3.258,4.358,89.041,0.843,2.500,0.0,112033792.0,19873792.0,232218624.0,3245461504.0,0.0,0.0
4.890,6.387,86.228,1.297,1.198,0.0,113754112.0,19886080.0,232218624.0,3243728896.0,304282.0,199260.0
3.704,4.404,89.690,0.0,2.202,0.0,113713152.0,19886080.0,232226816.0,3243761664.0,672228.0,439522.0
3.700,4.400,89.400,0.400,2.100,0.0,113737728.0,19894272.0,232226816.0,3243728896.0,674487.800,441028.400
3.796,4.595,89.411,0.0,2.198,0.0,113963008.0,19894272.0,232226816.0,3243503616.0,711745.600,465365.0
3.607,4.509,89.579,0.200,2.104,0.0,113823744.0,19902464.0,232226816.0,3243634688.0,689489.800,450823.400
3.696,4.196,90.010,0.0,2.098,0.0,113856512.0,19902464.0,232226816.0,3243601920.0,662912.600,433623.800
3.504,4.304,88.989,1.201,2.002,0.0,113979392.0,19910656.0,232226816.0,3243470848.0,654352.200,427857.200
3.800,4.500,89.100,0.300,2.300,0.0,113807360.0,19918848.0,232226816.0,3243634688.0,682982.800,446560.800
3.600,4.400,90.0,0.0,2.0,0.0,113872896.0,19918848.0,232226816.0,3243569152.0,666400.0,435719.600
3.607,4.208,88.878,1.202,2.104,0.0,113799168.0,19927040.0,232226816.0,3243634688.0,658085.600,430302.800
3.596,4.296,90.010,0.0,2.098,0.0,113831936.0,19927040.0,232226816.0,3243601920.0,680278.600,444937.600
3.800,4.600,86.400,2.900,2.300,0.0,113790976.0,19935232.0,232226816.0,3243634688.0,692877.200,453059.800
3.704,4.505,89.690,0.0,2.102,0.0,113922048.0,19935232.0,232226816.0,3243503616.0,718934.200,470074.200
3.600,4.200,89.500,0.600,2.100,0.0,113942528.0,19943424.0,232226816.0,3243474944.0,670164.400,438190.600
3.900,4.700,87.300,1.900,2.200,0.0,114065408.0,19951616.0,232226816.0,3243343872.0,692236.0,452604.0
3.403,4.104,90.490,0.0,2.002,0.0,113893376.0,19951616.0,232226816.0,3243515904.0,692904.200,453115.800
0.900,1.200,97.100,0.200,0.600,0.0,111833088.0,19959808.0,232230912.0,3245563904.0,157032.600,102819.0
0.0,0.100,97.300,2.500,0.100,0.0,111824896.0,19968000.0,232230912.0,3245563904.0,0.0,0.0
