"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/one_mw_base_line_log/dstat_w-o_c-16_t-8_rep-1.csv 5 18",,,,"Date:","13 Dec 2017 17:36:09 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
2.673,3.833,90.260,1.330,1.904,0.0,110923776.0,12681216.0,230633472.0,3255349248.0,0.0,0.0
5.694,7.393,84.216,0.699,1.998,0.0,112947200.0,12689408.0,230649856.0,3253301248.0,312935.0,537208.0
4.995,6.494,84.515,0.0,3.996,0.0,112914432.0,12689408.0,230649856.0,3253334016.0,650979.600,1124808.600
4.404,5.806,86.486,0.400,2.903,0.0,113004544.0,12697600.0,230649856.0,3253235712.0,592341.600,1021789.600
4.895,6.194,84.915,0.0,3.996,0.0,112939008.0,12697600.0,230649856.0,3253301248.0,619708.0,1070215.0
5.005,6.306,84.585,0.200,3.904,0.0,113119232.0,12705792.0,230649856.0,3253112832.0,648148.0,1120013.600
4.795,5.894,85.914,0.0,3.397,0.0,113090560.0,12705792.0,230649856.0,3253141504.0,612807.0,1057891.400
5.110,6.413,81.162,2.906,4.409,0.0,112947200.0,12713984.0,230649856.0,3253276672.0,651107.200,1125834.800
4.605,6.206,83.884,1.502,3.804,0.0,113074176.0,12722176.0,230649856.0,3253141504.0,607274.800,1046302.400
4.900,6.200,84.900,0.0,4.0,0.0,113172480.0,12722176.0,230649856.0,3253043200.0,628245.200,1085481.800
4.700,5.800,85.700,0.400,3.400,0.0,113192960.0,12730368.0,230649856.0,3253014528.0,570568.400,984136.600
4.600,5.700,86.500,0.0,3.200,0.0,113258496.0,12730368.0,230649856.0,3252948992.0,610014.600,1054324.200
4.509,6.012,86.072,0.301,3.106,0.0,113123328.0,12738560.0,230649856.0,3253075968.0,621924.0,1075124.600
4.400,5.500,87.200,0.0,2.900,0.0,113057792.0,12738560.0,230649856.0,3253141504.0,584925.600,1010971.400
4.600,5.800,86.0,0.600,3.0,0.0,113176576.0,12746752.0,230649856.0,3253014528.0,615216.400,1062375.200
4.600,6.0,85.700,0.400,3.300,0.0,113168384.0,12754944.0,230649856.0,3253014528.0,597376.0,1031332.0
4.600,5.800,86.500,0.0,3.100,0.0,113168384.0,12754944.0,230649856.0,3253014528.0,584138.600,1008997.800
1.101,1.502,95.896,0.801,0.701,0.0,110563328.0,12763136.0,230658048.0,3255603200.0,140107.600,241209.0
0.0,0.100,97.500,2.400,0.0,0.0,110555136.0,12771328.0,230658048.0,3255603200.0,13.200,10.800
