"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms3",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/gets_exp_log/dstat_s-True_g-1_rep-3_foraslvms3.csv 5 20",,,,"Date:","11 Dec 2017 14:14:03 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
2.429,3.213,90.549,2.476,1.332,0.0,115781632.0,9392128.0,229900288.0,3246903296.0,0.0,0.0
10.369,6.680,81.157,0.299,1.496,0.0,117932032.0,9400320.0,229920768.0,3244724224.0,78844.400,41144.0
1.300,2.400,94.0,0.800,1.500,0.0,117923840.0,9408512.0,229920768.0,3244724224.0,149000.400,76133.600
1.301,2.803,94.394,0.0,1.502,0.0,117932032.0,9408512.0,229920768.0,3244716032.0,175120.0,84876.600
1.500,2.900,92.0,1.900,1.700,0.0,117923840.0,9416704.0,229920768.0,3244716032.0,192075.800,92859.0
1.700,3.100,93.300,0.0,1.900,0.0,117923840.0,9416704.0,229920768.0,3244716032.0,189491.400,100497.800
1.602,3.003,92.593,1.001,1.802,0.0,117915648.0,9424896.0,229920768.0,3244716032.0,183532.400,97119.400
1.598,2.997,91.209,2.398,1.798,0.0,118034432.0,9433088.0,229920768.0,3244589056.0,197063.200,97297.0
1.702,3.003,92.793,0.601,1.902,0.0,118026240.0,9441280.0,229920768.0,3244589056.0,206557.0,100719.200
1.798,3.197,93.107,0.0,1.898,0.0,118153216.0,9441280.0,229920768.0,3244462080.0,199637.600,100224.400
1.605,3.109,91.474,1.906,1.906,0.0,118145024.0,9449472.0,229920768.0,3244462080.0,198949.400,98754.600
1.700,3.100,93.400,0.0,1.800,0.0,118145024.0,9449472.0,229920768.0,3244462080.0,198214.0,99344.400
1.500,2.900,93.400,0.400,1.800,0.0,118136832.0,9457664.0,229920768.0,3244462080.0,181724.600,89589.800
1.700,3.100,93.300,0.0,1.900,0.0,118136832.0,9457664.0,229920768.0,3244462080.0,201002.0,98749.400
1.600,3.100,92.500,0.900,1.900,0.0,118128640.0,9465856.0,229920768.0,3244462080.0,196821.200,99948.600
1.700,3.100,93.300,0.0,1.900,0.0,118128640.0,9465856.0,229920768.0,3244462080.0,199523.400,99204.600
1.802,3.203,92.392,0.400,2.202,0.0,118120448.0,9474048.0,229920768.0,3244462080.0,195833.600,100112.600
0.800,1.900,96.400,0.0,0.900,0.0,115998720.0,9474048.0,229933056.0,3246571520.0,89093.0,45207.200
0.0,0.200,99.499,0.200,0.100,0.0,115990528.0,9482240.0,229933056.0,3246571520.0,52.800,52.800
