"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms3",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/gets_exp_log/dstat_s-False_g-6_rep-2_foraslvms3.csv 5 20",,,,"Date:","11 Dec 2017 14:47:25 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
2.059,2.690,92.731,1.303,1.216,0.0,115941376.0,11452416.0,230596608.0,3243986944.0,0.0,0.0
11.411,7.708,79.880,0.100,0.901,0.0,119083008.0,11460608.0,230612992.0,3240820736.0,107018.200,54091.400
2.098,3.097,92.408,0.400,1.998,0.0,119713792.0,11460608.0,230621184.0,3240181760.0,240997.200,119910.200
1.900,3.200,92.300,0.600,2.0,0.0,119705600.0,11468800.0,230621184.0,3240181760.0,252003.0,127250.800
2.0,3.200,92.900,0.0,1.900,0.0,120594432.0,11468800.0,230621184.0,3239292928.0,242696.0,121697.600
1.900,3.100,91.300,1.800,1.900,0.0,120586240.0,11476992.0,230621184.0,3239292928.0,255733.600,125198.200
1.902,3.103,93.193,0.0,1.802,0.0,120717312.0,11476992.0,230621184.0,3239161856.0,258787.600,128534.600
2.100,3.100,92.500,0.400,1.900,0.0,121212928.0,11485184.0,230621184.0,3238658048.0,251838.800,127798.800
1.802,3.003,93.093,0.200,1.902,0.0,121458688.0,11493376.0,230621184.0,3238404096.0,254061.400,128253.800
1.900,3.100,93.200,0.0,1.800,0.0,121585664.0,11493376.0,230621184.0,3238277120.0,254980.400,126406.400
1.902,3.103,92.893,0.300,1.802,0.0,122527744.0,11501568.0,230621184.0,3237326848.0,247692.200,118487.800
2.002,3.103,92.693,0.200,2.002,0.0,122646528.0,11509760.0,230621184.0,3237199872.0,267527.200,126254.800
1.900,3.0,93.300,0.0,1.800,0.0,123670528.0,11509760.0,230621184.0,3236175872.0,238423.800,118251.800
1.900,2.900,92.100,1.400,1.700,0.0,124108800.0,11517952.0,230621184.0,3235729408.0,245461.0,115416.0
1.600,2.800,92.500,1.400,1.700,0.0,124100608.0,11526144.0,230621184.0,3235729408.0,220201.800,109064.600
1.904,3.006,93.086,0.301,1.703,0.0,124923904.0,11534336.0,230621184.0,3234897920.0,228517.200,107862.0
1.900,3.0,93.0,0.200,1.900,0.0,124887040.0,11542528.0,230621184.0,3234926592.0,244196.200,116391.200
1.201,2.202,95.495,0.0,1.101,0.0,117227520.0,11542528.0,230641664.0,3242565632.0,135980.0,63218.200
0.100,0.200,98.004,1.497,0.200,0.0,117055488.0,11550720.0,230633472.0,3242737664.0,52.800,52.800
0.0,0.200,99.700,0.0,0.100,0.0,117055488.0,11550720.0,230633472.0,3242737664.0,0.0,0.0
0.200,0.400,98.100,1.200,0.100,0.0,116633600.0,11558912.0,230633472.0,3243151360.0,527.0,749.600


"Host:","foraslvms3",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/gets_exp_log/dstat_s-False_g-6_rep-2_foraslvms3.csv 5 20",,,,"Date:","11 Dec 2017 17:31:15 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
1.986,2.945,91.794,1.380,1.895,0.0,108158976.0,11538432.0,230858752.0,3259031552.0,0.0,0.0
6.900,9.600,80.600,2.100,0.800,0.0,110546944.0,11546624.0,230875136.0,3256619008.0,169604.600,92528.400
1.798,2.198,94.705,0.0,1.299,0.0,111185920.0,11546624.0,230875136.0,3255980032.0,450790.600,245694.0
2.202,2.402,93.293,0.701,1.401,0.0,112062464.0,11554816.0,230875136.0,3255095296.0,535441.600,291617.800
2.298,2.597,93.606,0.0,1.499,0.0,112443392.0,11554816.0,230875136.0,3254714368.0,553262.0,302963.600
2.004,2.305,93.587,0.902,1.202,0.0,113553408.0,11563008.0,230875136.0,3253596160.0,514691.400,280730.800
2.298,2.498,93.806,0.0,1.399,0.0,114536448.0,11563008.0,230875136.0,3252613120.0,536784.200,291321.0
2.104,2.405,93.788,0.301,1.403,0.0,115290112.0,11571200.0,230875136.0,3251851264.0,529667.0,288692.0
2.198,2.498,93.307,0.599,1.399,0.0,116232192.0,11579392.0,230875136.0,3250900992.0,530342.400,287124.800
2.104,2.305,94.289,0.0,1.303,0.0,117121024.0,11579392.0,230875136.0,3250012160.0,537813.400,292537.400
2.395,2.595,92.415,1.098,1.497,0.0,119078912.0,11587584.0,230879232.0,3248041984.0,562730.0,306931.200
2.202,2.503,93.594,0.400,1.301,0.0,120377344.0,11595776.0,230879232.0,3246735360.0,553933.200,301924.0
2.202,2.503,93.694,0.0,1.602,0.0,120401920.0,11595776.0,230879232.0,3246710784.0,538436.200,292895.600
2.300,2.600,92.600,1.100,1.400,0.0,120807424.0,11603968.0,230879232.0,3246297088.0,550410.200,299197.200
2.100,2.400,94.100,0.0,1.400,0.0,122105856.0,11603968.0,230879232.0,3244998656.0,539576.0,293398.200
2.302,2.503,93.594,0.200,1.401,0.0,122478592.0,11612160.0,230879232.0,3244617728.0,591926.200,321784.400
2.0,2.300,94.400,0.0,1.300,0.0,123547648.0,11612160.0,230879232.0,3243548672.0,534152.800,289289.400
