"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms2",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/gets_exp_log/dstat_s-False_g-9_rep-1_foraslvms2.csv 5 20",,,,"Date:","11 Dec 2017 14:51:19 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
1.761,2.435,92.673,1.624,1.508,0.0,117841920.0,11927552.0,230944768.0,3241263104.0,0.0,0.0
9.780,10.279,79.042,0.0,0.898,0.0,120348672.0,11935744.0,230961152.0,3238731776.0,134163.400,57832.600
1.502,2.102,93.894,1.301,1.201,0.0,120848384.0,11943936.0,230961152.0,3238223872.0,337681.200,142216.600
1.700,2.300,94.300,0.0,1.700,0.0,122392576.0,11943936.0,230961152.0,3236679680.0,351002.0,148829.800
1.700,2.500,92.400,1.800,1.600,0.0,122368000.0,11952128.0,230961152.0,3236696064.0,360751.0,151475.0
1.602,2.302,92.192,2.202,1.702,0.0,122740736.0,11960320.0,230961152.0,3236315136.0,352198.600,149846.600
1.602,2.202,92.593,1.902,1.702,0.0,123367424.0,11968512.0,230961152.0,3235680256.0,311743.400,133920.0
1.496,2.293,93.918,0.698,1.595,0.0,123387904.0,11976704.0,230961152.0,3235651584.0,334918.600,137680.0
1.702,2.302,94.294,0.0,1.702,0.0,124534784.0,11976704.0,230965248.0,3234500608.0,353678.800,143363.800
1.401,2.202,94.194,0.501,1.702,0.0,124829696.0,11984896.0,230965248.0,3234197504.0,337746.400,137438.600
1.499,1.998,95.005,0.0,1.499,0.0,125083648.0,11984896.0,230965248.0,3233943552.0,319574.800,131732.800
1.603,2.204,94.088,0.401,1.703,0.0,126398464.0,11993088.0,230965248.0,3232620544.0,348214.800,142278.400
1.499,2.098,93.506,1.399,1.499,0.0,126787584.0,12001280.0,230973440.0,3232215040.0,329137.0,130425.0
1.600,2.300,94.200,0.300,1.600,0.0,126947328.0,12009472.0,230961152.0,3232059392.0,356840.0,140550.800
1.500,2.200,94.600,0.0,1.700,0.0,127311872.0,12009472.0,230969344.0,3231686656.0,367883.0,144353.800
1.403,2.204,94.489,0.301,1.603,0.0,127811584.0,12017664.0,230969344.0,3231178752.0,351361.600,141803.600
1.698,2.198,93.107,1.299,1.698,0.0,128311296.0,12025856.0,230969344.0,3230670848.0,350833.600,141940.0
1.001,1.401,96.597,0.0,1.001,0.0,118226944.0,12025856.0,230981632.0,3240742912.0,180688.0,73126.800
0.200,0.200,98.900,0.600,0.100,0.0,118210560.0,12034048.0,230981632.0,3240751104.0,576.600,815.600
0.0,0.200,97.702,1.998,0.100,0.0,118202368.0,12042240.0,230981632.0,3240751104.0,0.0,0.0
