"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/gets_exp_log/dstat_s-True_g-3_rep-3_foraslvms1.csv 5 20",,,,"Date:","11 Dec 2017 14:19:56 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
1.556,3.396,90.613,2.511,1.924,0.0,118390784.0,9588736.0,230199296.0,3243798528.0,0.0,0.0
6.886,7.285,82.635,0.399,2.794,0.0,121126912.0,9596928.0,230207488.0,3241046016.0,138042.200,54308.0
1.200,1.600,96.200,0.0,1.0,0.0,121126912.0,9596928.0,230215680.0,3241037824.0,336921.0,127941.200
1.400,1.800,94.700,1.0,1.100,0.0,121565184.0,9605120.0,230215680.0,3240591360.0,371370.0,152592.800
1.503,1.904,95.190,0.301,1.102,0.0,121688064.0,9613312.0,230215680.0,3240460288.0,388593.0,151128.0
1.400,1.900,95.500,0.0,1.200,0.0,121556992.0,9613312.0,230215680.0,3240591360.0,386854.200,155115.400
1.299,1.698,95.604,0.400,0.999,0.0,121741312.0,9621504.0,230215680.0,3240398848.0,342763.400,139899.600
0.900,1.400,97.0,0.0,0.700,0.0,121802752.0,9621504.0,230215680.0,3240337408.0,224609.600,88468.600
1.200,1.600,96.0,0.300,0.900,0.0,121868288.0,9629696.0,230215680.0,3240263680.0,311510.400,122359.600
1.200,1.700,96.200,0.0,0.900,0.0,122191872.0,9629696.0,230215680.0,3239940096.0,317456.400,127517.800
1.201,1.802,95.596,0.400,1.001,0.0,122306560.0,9637888.0,230215680.0,3239817216.0,323042.800,130486.200
1.200,1.800,96.200,0.0,0.800,0.0,122433536.0,9637888.0,230215680.0,3239690240.0,327810.0,132045.0
1.300,1.800,94.700,1.200,1.0,0.0,122679296.0,9646080.0,230215680.0,3239436288.0,366699.200,134274.800
1.502,2.002,95.395,0.0,1.101,0.0,123355136.0,9650176.0,230219776.0,3238752256.0,476646.400,152240.600
1.500,2.100,94.800,0.300,1.300,0.0,124231680.0,9658368.0,230227968.0,3237859328.0,456661.0,144764.200
1.300,1.700,95.600,0.400,1.0,0.0,125198336.0,9666560.0,230227968.0,3236884480.0,467805.200,151403.400
1.300,1.600,96.200,0.0,0.900,0.0,125067264.0,9666560.0,230227968.0,3237015552.0,408291.800,129404.800
0.700,1.100,97.200,0.500,0.500,0.0,119463936.0,9674752.0,230244352.0,3242594304.0,198651.0,68645.0
0.0,0.100,99.500,0.300,0.100,0.0,119455744.0,9682944.0,230244352.0,3242594304.0,158.0,287.400
