"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/gets_exp_log/dstat_s-True_g-6_rep-2_foraslvms1.csv 5 20",,,,"Date:","11 Dec 2017 14:23:51 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
1.533,3.206,91.183,2.281,1.796,0.0,120197120.0,9842688.0,230297600.0,3241639936.0,0.0,0.0
7.0,8.800,82.700,0.200,1.300,0.0,121618432.0,9850880.0,230305792.0,3240202240.0,166912.400,69128.800
1.400,1.800,95.400,0.300,1.100,0.0,123002880.0,9859072.0,230305792.0,3238809600.0,376628.400,159768.800
1.300,1.800,95.900,0.0,1.0,0.0,122433536.0,9859072.0,230313984.0,3239370752.0,351056.400,144987.0
1.499,1.898,93.007,2.498,1.099,0.0,123871232.0,9867264.0,230313984.0,3237924864.0,402208.0,167437.400
1.502,2.002,95.495,0.0,1.001,0.0,123318272.0,9867264.0,230313984.0,3238477824.0,424284.200,172139.0
1.800,2.0,94.700,0.300,1.200,0.0,125333504.0,9875456.0,230318080.0,3236450304.0,457317.0,188619.0
1.500,1.900,95.300,0.100,1.200,0.0,124473344.0,9883648.0,230305792.0,3237314560.0,497254.600,184817.800
1.700,2.100,95.0,0.0,1.200,0.0,125194240.0,9883648.0,230318080.0,3236581376.0,501040.600,183732.600
1.500,1.900,95.100,0.400,1.100,0.0,125825024.0,9891840.0,230313984.0,3235946496.0,499830.800,181710.800
1.602,1.902,95.295,0.100,1.101,0.0,126447616.0,9900032.0,230305792.0,3235323904.0,517889.800,180990.800
1.401,1.802,95.495,0.300,1.001,0.0,126537728.0,9900032.0,230313984.0,3235225600.0,499152.0,162252.800
1.698,2.098,94.206,0.799,1.199,0.0,127221760.0,9908224.0,230318080.0,3234529280.0,586249.800,186400.0
1.401,1.802,94.094,1.602,1.101,0.0,127406080.0,9916416.0,230318080.0,3234336768.0,520175.400,170960.400
1.600,2.0,95.300,0.0,1.100,0.0,128237568.0,9916416.0,230318080.0,3233505280.0,559439.200,175242.800
1.400,1.900,95.400,0.200,1.100,0.0,128487424.0,9924608.0,230318080.0,3233247232.0,501639.400,165727.600
1.700,2.0,95.200,0.0,1.100,0.0,129114112.0,9924608.0,230322176.0,3232616448.0,549936.600,182815.400
0.799,1.199,96.004,1.399,0.599,0.0,119349248.0,9932800.0,230338560.0,3242356736.0,257907.200,82912.600
0.100,0.100,98.198,1.602,0.0,0.0,119468032.0,9940992.0,230338560.0,3242229760.0,550.200,815.600
0.0,0.200,98.901,0.799,0.100,0.0,119459840.0,9949184.0,230338560.0,3242229760.0,0.0,0.0
