"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/two_server_base_line_log/dstat_r-o_c-65_rep-3.csv 5 20",,,,"Date:","10 Dec 2017 18:56:51 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
7.778,10.612,73.330,0.754,7.527,0.0,123564032.0,27242496.0,252157952.0,3206623232.0,0.0,0.0
20.080,20.380,43.057,1.199,15.285,0.0,127152128.0,27254784.0,252170240.0,3203010560.0,1628400.0,1069397.400
19.200,25.100,28.200,0.0,27.500,0.0,122855424.0,27254784.0,252178432.0,3207299072.0,2776651.200,1815844.0
20.100,24.700,31.0,0.100,24.100,0.0,122843136.0,27258880.0,252178432.0,3207307264.0,2928847.800,1914839.800
21.800,30.200,22.600,0.0,25.400,0.0,122900480.0,27258880.0,252178432.0,3207249920.0,2885619.800,1886374.600
21.279,32.068,21.578,0.100,24.975,0.0,123043840.0,27267072.0,252178432.0,3207098368.0,2834748.800,1854607.600
22.422,29.930,22.523,0.0,25.125,0.0,122920960.0,27267072.0,252178432.0,3207221248.0,2903910.800,1900070.0
19.620,25.626,29.429,0.200,25.125,0.0,123060224.0,27267072.0,252178432.0,3207081984.0,2890258.0,1888399.600
18.500,22.500,34.700,0.0,24.300,0.0,123412480.0,27267072.0,252178432.0,3206729728.0,2894757.400,1892757.800
19.620,31.632,22.422,0.601,25.726,0.0,123224064.0,27271168.0,252178432.0,3206914048.0,2722122.800,1784173.600
21.978,32.268,21.479,0.0,24.276,0.0,123428864.0,27271168.0,252178432.0,3206709248.0,2955788.200,1931809.0
20.621,28.128,26.126,0.200,24.925,0.0,123469824.0,27271168.0,252178432.0,3206668288.0,2905526.0,1901779.800
21.578,31.169,23.976,0.0,23.277,0.0,123371520.0,27271168.0,252178432.0,3206766592.0,2921559.200,1908328.200
21.042,29.760,24.248,0.401,24.549,0.0,123383808.0,27275264.0,252178432.0,3206750208.0,2891840.200,1891464.800
19.780,25.674,30.270,0.0,24.276,0.0,124121088.0,27275264.0,252178432.0,3206012928.0,2892794.0,1890660.600
19.119,23.924,31.431,0.601,24.925,0.0,123998208.0,27279360.0,252178432.0,3206131712.0,2906987.0,1900667.800
19.481,21.878,33.067,0.400,25.175,0.0,124125184.0,27287552.0,252178432.0,3205996544.0,2926453.200,1913674.400
9.519,11.723,64.228,0.0,14.529,0.0,119152640.0,27287552.0,252178432.0,3210969088.0,1400575.0,919802.600
3.197,3.397,93.007,0.300,0.100,0.0,121188352.0,27295744.0,252186624.0,3208916992.0,946.600,811.400
21.700,24.200,40.200,0.0,13.900,0.0,127549440.0,27295744.0,252203008.0,3202539520.0,1543761.200,1013440.800
19.600,23.600,30.0,0.0,26.800,0.0,127799296.0,27295744.0,252203008.0,3202289664.0,2994003.400,1957626.600
