"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","foraslvms1",,,,"User:","sgokula"
"Cmdline:","dstat -cmn --nocolor --output /home/sgokula/two_server_base_line_log/dstat_r-o_c-15_rep-1.csv 5 20",,,,"Date:","10 Dec 2017 18:27:57 UTC"

"total cpu usage",,,,,,"memory usage",,,,"net/total",
"usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send"
7.117,9.903,75.456,0.798,6.727,0.0,123219968.0,25837568.0,251604992.0,3208925184.0,0.0,0.0
14.685,15.185,65.734,0.0,4.396,0.0,121933824.0,25837568.0,251633664.0,3210182656.0,929230.400,609091.600
13.400,15.500,58.200,1.0,11.900,0.0,122019840.0,25845760.0,251633664.0,3210088448.0,1796343.400,1174280.200
14.600,17.900,58.200,0.0,9.300,0.0,121769984.0,25845760.0,251633664.0,3210338304.0,1925449.200,1259094.400
14.600,19.900,55.900,0.100,9.500,0.0,121630720.0,25853952.0,251633664.0,3210469376.0,1915732.800,1252718.600
13.413,16.817,58.959,0.100,10.711,0.0,121442304.0,25862144.0,251625472.0,3210657792.0,1779292.600,1163145.600
12.800,14.800,63.200,0.0,9.200,0.0,121593856.0,25862144.0,251633664.0,3210498048.0,1776592.200,1161801.800
12.913,18.118,57.257,0.801,10.911,0.0,121614336.0,25870336.0,251633664.0,3210469376.0,1737404.800,1136199.200
13.686,14.585,61.638,0.0,10.090,0.0,121626624.0,25870336.0,251633664.0,3210457088.0,1732159.400,1132757.600
14.414,17.518,59.760,0.100,8.208,0.0,121659392.0,25878528.0,251633664.0,3210416128.0,1961605.200,1282642.800
13.074,17.365,57.186,0.0,12.375,0.0,121671680.0,25878528.0,251633664.0,3210403840.0,1943039.200,1270852.200
13.340,17.553,60.883,0.201,8.024,0.0,121569280.0,25886720.0,251633664.0,3210498048.0,1998367.0,1306382.200
13.013,14.715,62.462,0.0,9.810,0.0,121630720.0,25886720.0,251633664.0,3210436608.0,1881703.800,1230495.400
12.500,15.400,63.500,1.800,6.800,0.0,121692160.0,25890816.0,251633664.0,3210371072.0,2023658.600,1322951.800
15.115,19.520,56.256,0.0,9.109,0.0,121626624.0,25890816.0,251633664.0,3210436608.0,2046792.0,1338787.0
14.585,18.981,55.544,1.698,9.191,0.0,122269696.0,25899008.0,251633664.0,3209785344.0,2032261.800,1328755.0
14.815,18.919,57.758,0.100,8.408,0.0,123203584.0,25899008.0,251637760.0,3208847360.0,2042647.200,1336384.600
7.315,9.419,78.858,0.200,4.208,0.0,118722560.0,25903104.0,251633664.0,3213328384.0,1104845.0,723190.600
3.194,2.994,93.313,0.399,0.100,0.0,133353472.0,25911296.0,251641856.0,3198681088.0,895.400,789.800
14.400,12.800,68.400,0.200,4.200,0.0,127021056.0,25919488.0,251654144.0,3204993024.0,767473.400,503618.800
12.412,16.917,61.361,0.400,8.909,0.0,126185472.0,25919488.0,251658240.0,3205824512.0,1896225.600,1239766.400
